iter	RMSE
267	0.6667178036
268	0.6663991352
269	0.664722313
270	0.6643583881
271	0.6641678809
272	0.6639609043
273	0.6637375321
274	0.6627660067
275	0.6625255128
276	0.6616431474
277	0.6614082789
278	0.6604285411
279	0.6602201145
280	0.6598854314
281	0.6597355698
282	0.6588865282
283	0.6584460846
284	0.658262084
285	0.6581183659
286	0.6578692465
287	0.6568475697
288	0.6562645576
289	0.6554365483
290	0.6552676884
291	0.6550373429
292	0.6548520016
293	0.6544475598
294	0.6541910465
295	0.6540410344
296	0.6533995979
297	0.6519022451
298	0.6516935837
299	0.6515409819
300	0.6510942597
301	0.6507662407
302	0.6505170776
303	0.6499644797
304	0.6496497933
305	0.6495136741
306	0.6488990787
307	0.6485039732
308	0.6482751814
309	0.6468764884
310	0.6466462821
311	0.6449052409
312	0.6443096944
313	0.6440219507
314	0.6438075961
315	0.6430845553
316	0.6422382346
317	0.6417368299
318	0.6413869525
319	0.6409797581
320	0.6408502717
321	0.6400340289
322	0.6397034982
323	0.6395548918
324	0.6394117349
325	0.6381401199
326	0.6371273731
327	0.6361404133
328	0.6360520351
329	0.6358592119
330	0.6346775701
331	0.6338344933
332	0.6334832316
333	0.6332183504
334	0.6327500123
335	0.6326680306
336	0.6319024607
337	0.6309976068
338	0.6308117678
339	0.6306503459
340	0.6297697778
341	0.629300424
342	0.6280693562
343	0.6279628876
344	0.6277969705
345	0.6276225518
346	0.6265661149
347	0.6252446579
348	0.62482008
349	0.6247347599
350	0.6239031681
351	0.6236734454
352	0.6229721319
353	0.6227104228
354	0.6216706016
355	0.6203056052
356	0.6197535392
357	0.6194355706
358	0.6191757732
359	0.6177683782
360	0.6175723704
361	0.6170557558
362	0.6162266421
363	0.6152116581
364	0.6143976389
365	0.6126186292
366	0.6119082655
367	0.6112863598
368	0.6111071294
369	0.6101904756
370	0.609979449
371	0.6091164377
372	0.6081097744
373	0.6080199979
374	0.6074322431
375	0.6067101196
376	0.606486623
377	0.6058355409
378	0.6050697526
379	0.6049637219
380	0.6042970015
381	0.6040449071
382	0.6036493092
383	0.6031105059
384	0.6021175603
385	0.6008318134
386	0.6003058154
387	0.5991220492
388	0.5988023679
389	0.5985752733
390	0.5972175662
391	0.5966760824
392	0.596555641
393	0.5964811297
394	0.5958124803
395	0.5955240557
396	0.5953409669
397	0.5951381644
398	0.595070583
399	0.5934457197
400	0.5931745281
401	0.5929887583
402	0.5923003067
403	0.5916978573
404	0.5914779574
405	0.5912383522
406	0.5911682006
407	0.5909770702
408	0.5907454425
409	0.5899113092
410	0.5894875294
411	0.5890053168
412	0.5887445182
413	0.5873633844
414	0.5861268124
415	0.5859323891
416	0.5843936765
417	0.582901782
418	0.5818013523
419	0.5809964548
420	0.580160997
421	0.5797327661
422	0.5795381656
423	0.5794803459
424	0.5788882191
425	0.5778680387
426	0.5764382706
427	0.5758003769
428	0.5748503676
429	0.5747941049
430	0.573523104
431	0.5729291884
432	0.5721342461
433	0.5709518498
434	0.5700640532
435	0.5688526917
436	0.5677955092
437	0.5674906386
438	0.5668013677
439	0.5656926947
440	0.5653491828
441	0.5645517688
442	0.5644618079
443	0.5641327949
444	0.5633759221
445	0.5631233198
446	0.5622270137
447	0.5621698569
448	0.5613629912
449	0.560822798
450	0.5603294743
451	0.5602696471
452	0.5599125908
453	0.5597633584
454	0.5586719218
455	0.5575901523
456	0.5572403534
457	0.556273388
458	0.5554334484
459	0.555254688
460	0.5549943255
461	0.5546609865
462	0.5538229409
463	0.5526835324
464	0.5526308774
465	0.5518282726
466	0.5517712269
467	0.5512403412
468	0.550709053
469	0.5505384023
470	0.5499658152
471	0.5499106767
472	0.5488577926
473	0.5482775798
474	0.5480457289
475	0.547411538
476	0.5470047228
477	0.5462674637
478	0.5451307524
479	0.5439226021
480	0.5438666516
481	0.5437805815
482	0.5435698652
483	0.5430143475
484	0.5425827369
485	0.5416270711
486	0.5414907476
487	0.5402903976
488	0.5401109823
489	0.5390649808
490	0.5388753084
491	0.5377446764
492	0.5373016775
493	0.5372316081
494	0.5366418545
495	0.5361918825
496	0.5357623672
497	0.5356999927
498	0.5346955741
499	0.5341726553
500	0.5333398716
501	0.5326059333
502	0.5317474076
503	0.5311743232
504	0.5300873867
505	0.5296541955
506	0.5296069949
507	0.5287647641
508	0.5281915454
509	0.5280266831
510	0.5273983176
511	0.5268063339
512	0.5265947357
513	0.5263314854
514	0.525333618
515	0.5247872764
516	0.5243797993
517	0.5237454084
518	0.5229887484
519	0.5225563723
520	0.5217853719
521	0.5212635952
522	0.521183935
523	0.5201074979
524	0.519061424
525	0.5182610329
526	0.5179133681
527	0.5170275635
528	0.5160568366
529	0.516004828
530	0.5159584375
531	0.5159164319
532	0.5150044585
533	0.514809799
534	0.5144313309
535	0.5141071841
536	0.5133259962
537	0.5131273411
538	0.512730558
539	0.5125064293
540	0.5117652425
541	0.5108778595
542	0.5104960276
543	0.5096051492
544	0.5095152276
545	0.5088760578
546	0.5080262034
547	0.5077974525
548	0.5072538291
549	0.506970326
550	0.5063259411
551	0.5057086149
552	0.505408568
553	0.5047516041
554	0.5043978053
555	0.5038851008
556	0.5033708551
557	0.5029991887
558	0.5021920994
559	0.5015373858
560	0.5013940183
561	0.5011420631
562	0.5003307193
563	0.4997809473
564	0.4995981852
565	0.4994606885
566	0.4986754696
567	0.4985889857
568	0.4985065752
569	0.4976970949
570	0.4972940607
571	0.4969041624
572	0.4964260828
573	0.4956625823
574	0.4955029241
575	0.4948166404
576	0.4944469834
577	0.4938975619
578	0.4935117955
579	0.4927483844
580	0.4922474253
581	0.4915222124
582	0.4909874664
583	0.4905378444
584	0.4904801186
585	0.4902796564
586	0.4896593031
587	0.4893031235
588	0.4884158578
589	0.4882376798
590	0.4881979983
591	0.4875967245
592	0.4870962085
593	0.4869924666
594	0.4868585965
595	0.4865237393
596	0.4864821116
597	0.485761067
598	0.4851639662
599	0.4844877871
600	0.4838606178
601	0.4835330699
602	0.4834756984
603	0.4830251406
604	0.4822397325
605	0.4821996148
606	0.4816317348
607	0.4810709391
608	0.4806285296
609	0.4803225652
610	0.4795582767
611	0.4790635542
612	0.4786750581
613	0.4779668417
614	0.4775498148
615	0.4768488585
616	0.4762074507
617	0.4753071427
618	0.4748822515
619	0.4744726087
620	0.4740437146
621	0.4732258736
622	0.4724735816
623	0.4721243332
624	0.4717380272
625	0.4716776463
626	0.4712721716
627	0.4708900095
628	0.4702797992
629	0.4701151513
630	0.4698871799
631	0.4697261719
632	0.4696864652
633	0.4691722969
634	0.4684946619
635	0.4683345874
636	0.4678600602
637	0.4674660045
638	0.4671693443
639	0.4669187176
640	0.4664165534
641	0.4660515878
642	0.4656929221
643	0.4650377383
644	0.4643331041
645	0.4641820779
646	0.4639709473
647	0.4636745151
648	0.4633381012
649	0.4631790666
650	0.4624858725
651	0.462106227
652	0.4617377295
653	0.4614562061
654	0.4611693006
655	0.4609200031
656	0.4604665845
657	0.4599751277
658	0.4597193395
659	0.4595012708
660	0.459379069
661	0.4593355323
662	0.4591685317
663	0.4589314826
664	0.4584472567
665	0.4583941504
666	0.4580053729
667	0.4575303202
668	0.4571585424
669	0.4569891497
670	0.4564581634
671	0.4562395674
672	0.4560401525
673	0.4559097168
674	0.4557342503
675	0.455347661
676	0.4549619834
677	0.4547645775
678	0.4546649612
679	0.4545554415
680	0.4540762899
681	0.4534687633
682	0.4530345378
683	0.452614725
684	0.4524476421
685	0.4517687099
686	0.4513060292
687	0.451094796
688	0.4509303519
689	0.4506090978
690	0.4500667634
691	0.4498747595
692	0.449781889
693	0.4496364104
694	0.4489006983
695	0.4483299833
696	0.4478100462
697	0.4476525953
698	0.4472028332
699	0.4467012224
700	0.4461813276
701	0.4456269827
702	0.4452721938
703	0.4448623679
704	0.4447859589
705	0.4441523449
706	0.4439546465
707	0.4438847192
708	0.4437134025
709	0.4435781057
710	0.4435441449
711	0.4431789917
712	0.4428375149
713	0.4426700809
714	0.4420999701
715	0.4417897808
716	0.4412153624
717	0.4407848449
718	0.4405397355
719	0.4404809832
720	0.4404491242
721	0.4400636794
722	0.440030564
723	0.4399127114
724	0.4395602222
725	0.4392457393
726	0.4389579968
727	0.4387863887
728	0.4384786864
729	0.4383377393
730	0.4383168549
731	0.4380856593
732	0.4376320424
733	0.4373299293
734	0.4372617186
735	0.4368034016
736	0.4364675857
737	0.4361335104
738	0.4358957822
739	0.4355279647
740	0.4353836482
741	0.4350585901
742	0.4349044979
743	0.4342160651
744	0.4339968091
745	0.4338356449
746	0.4335422787
747	0.4334069811
748	0.4333141987
749	0.4326494124
750	0.4324473058
751	0.4323189588
752	0.4320491567
753	0.4317283011
754	0.4312734991
755	0.4308314187
756	0.4303177622
757	0.4301332429
758	0.4298495066
759	0.429258314
760	0.4290905203
761	0.4289277292
762	0.4285897876
763	0.4281772083
764	0.4278536294
765	0.4275242533
766	0.4270213282
767	0.4269897584
768	0.4265823858
769	0.4262985268
770	0.4260287822
771	0.4257502202
772	0.4251343419
773	0.42497711
774	0.424629949
775	0.4243863132
776	0.4239634682
777	0.423476529
778	0.4234193945
779	0.4233321362
780	0.4231413564
781	0.4228467298
782	0.4225226925
783	0.4223617457
784	0.4217579675
785	0.4216304448
786	0.4214696948
787	0.4209493574
788	0.4206750591
789	0.4203820111
790	0.4200856929
791	0.4198153054
792	0.4196900913
793	0.4195688047
794	0.4194433059
795	0.4191956444
796	0.4189585475
797	0.4187777937
798	0.4184594977
799	0.4182266345
800	0.4173512555
801	0.417221312
802	0.417077892
803	0.4170034361
804	0.4168460231
805	0.4167025703
806	0.4165766285
807	0.4158071903
808	0.415679378
809	0.4151201509
810	0.4148888031
811	0.4143913933
812	0.4142688975
813	0.4138892784
814	0.4136745346
815	0.413357572
816	0.4128706796
817	0.4127085382
818	0.4125898379
819	0.411998702
820	0.4117096955
821	0.4114882159
822	0.4111106515
823	0.4110338896
824	0.410664898
825	0.409985551
826	0.4099005571
827	0.4097070273
828	0.4093230794
829	0.4091718147
830	0.4089571944
831	0.4083109518
832	0.4082816137
833	0.4081366115
834	0.4078454132
835	0.4072972597
836	0.406998765
837	0.4063776044
838	0.4062085487
839	0.4060962285
840	0.4059874055
841	0.4057466421
842	0.4057222488
843	0.4055638442
844	0.4054547203
845	0.404994431
846	0.4048533821
847	0.404452607
848	0.4043375345
849	0.4038258216
850	0.4035879278
851	0.4033726816
852	0.4029333107
853	0.4028029583
854	0.4027055535
855	0.4022280192
856	0.4017809543
857	0.4011870541
858	0.4006593327
859	0.4006186557
860	0.4001379961
861	0.399727655
862	0.3996992276
863	0.3994713211
864	0.3994466979
865	0.3993756873
866	0.3990167028
867	0.3986217638
868	0.398429966
869	0.3983994106
870	0.3983129205
871	0.39809507
872	0.3979150611
873	0.3975676094
874	0.3973421108
875	0.3973203321
876	0.3970557994
877	0.3970022506
878	0.3968455999
879	0.3967833356
880	0.39650703
881	0.3964307923
882	0.395882226
883	0.3953993017
884	0.3953244755
885	0.3950909779
886	0.394939134
887	0.3948717319
888	0.3944604024
889	0.394011172
890	0.3938990006
891	0.3937352811
892	0.393532071
893	0.3934242259
894	0.3933332447
895	0.3928869137
896	0.3925849906
897	0.3924551345
898	0.3920548556
899	0.3919763084
900	0.3919002049
901	0.3916107093
902	0.3913872271
903	0.3912251244
904	0.3912005693
905	0.3911378059
906	0.3911141526
907	0.3906893852
908	0.390586458
909	0.3903906386
910	0.3903793259
911	0.3900886557
912	0.3898156713
913	0.3897998474
914	0.3896815061
915	0.3894645704
916	0.3894320137
917	0.3894013037
918	0.3891914153
919	0.3888345402
920	0.3886862074
921	0.3883722249
922	0.38810614
923	0.387762367
924	0.3874654592
925	0.3873757401
926	0.3872141665
927	0.3870655549
928	0.3870339342
929	0.3869880749
930	0.3867124644
931	0.3864089581
932	0.3863400759
933	0.3860697596
934	0.3857475081
935	0.3857169335
936	0.3855211858
937	0.3852156951
938	0.385135612
939	0.3847710502
940	0.3846236174
941	0.3844488349
942	0.3841498795
943	0.383760807
944	0.3836645296
945	0.3834070566
946	0.3833843563
947	0.383336078
948	0.3830834643
949	0.3829695317
950	0.3827963919
951	0.3825717723
952	0.3822464867
953	0.3820916621
954	0.3817121169
955	0.3812734598
956	0.381124164
957	0.3808502004
958	0.3806474594
959	0.3803001866
960	0.3802365153
961	0.38007804
962	0.3799320426
963	0.379710714
964	0.3794371691
965	0.37929445
966	0.3791127116
967	0.3786463684
968	0.3785109758
969	0.3781708686
970	0.3779166647
971	0.3775999687
972	0.3770156418
973	0.3769616978
974	0.376801581
975	0.3764916957
976	0.3759292864
977	0.375627286
978	0.3755199531
979	0.375468962
980	0.3751955636
981	0.3749246246
982	0.3746276687
983	0.3745908576
984	0.3743966806
985	0.3741670859
986	0.373493476
987	0.373252514
988	0.3731144444
989	0.3725981894
990	0.3725171072
991	0.3722820919
992	0.3721129076
993	0.3720889097
994	0.3718536783
995	0.3716072103
996	0.371329965
997	0.3707787545
998	0.370630379
999	0.3704796933
